id	verdict	shell_rc	sched_rc	emitted	stored	db_rows	available	secs	note
JO30_TOKYO_CRIME_CHOME_R5	COLLISION	0	0	5240	5239	5239	5240	5.3	1 of 5240 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_CHOME_R4	OK	0	0	5123	5123	5123	5123	5.0	
JO30_TOKYO_CRIME_CHOME_R3	OK	0	0	5096	5096	5096	5096	4.9	
JO30_TOKYO_CRIME_CHOME_R2	OK	0	0	5124	5124	5124	5124	5.0	
JO30_TOKYO_CRIME_CHOME_H31	OK	0	0	5186	5186	5186	5186	5.5	
JO30_TOKYO_CRIME_CHOME_H30	OK	0	0	5202	5202	5202	5202	4.9	
JO30_TOKYO_CRIME_PARTS_2018	OK	0	0	1665	1665	1665	1665	3.2	
JO30_TOKYO_CRIME_CHOME_H29	OK	0	0	5236	5236	5236	5236	5.3	
JO30_TOKYO_CRIME_SNATCH_2018	OK	0	0	262	262	262	262	2.8	
JO30_TOKYO_CRIME_MOTORCYCLE_2018	COLLISION	0	0	1515	1510	1510	1515	3.5	5 of 1515 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VEHBREAKIN_2018	COLLISION	0	0	2958	2954	2954	2958	4.1	4 of 2958 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2018	COLLISION	0	0	388	384	384	388	2.9	4 of 388 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_AUTO_2018	OK	0	0	132	132	132	132	2.9	
JO30_TOKYO_CRIME_PARTS_2019	COLLISION	0	0	1667	1665	1665	1667	3.1	2 of 1667 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_SNATCH_2019	OK	0	0	259	259	259	259	2.6	
JO30_TOKYO_CRIME_MOTORCYCLE_2019	OK	0	0	1133	1133	1133	1133	4.1	
JO30_TOKYO_CRIME_VEHBREAKIN_2019	COLLISION	0	0	2585	2580	2580	2585	4.5	5 of 2585 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2019	COLLISION	0	0	617	611	611	617	3.1	6 of 617 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_AUTO_2019	OK	0	0	122	122	122	122	2.7	
JO30_TOKYO_CRIME_PARTS_2020	OK	0	0	1397	1397	1397	1397	3.1	
JO30_TOKYO_CRIME_SNATCH_2020	OK	0	0	98	98	98	98	2.8	
JO30_TOKYO_CRIME_MOTORCYCLE_2020	COLLISION	0	0	995	994	994	995	3.2	1 of 995 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VEHBREAKIN_2020	COLLISION	0	0	1864	1862	1862	1864	3.4	2 of 1864 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2020	OK	0	0	285	285	285	285	2.9	
JO30_TOKYO_CRIME_BICYCLE_2018	COLLISION	0	0	35394	35354	35354	35394	27.9	40 of 35394 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_AUTO_2020	OK	0	0	96	96	96	96	2.8	
JO30_TOKYO_CRIME_PARTS_2021	COLLISION	0	0	1404	1402	1402	1404	4.1	2 of 1404 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_BICYCLE_2019	COLLISION	0	0	31937	31899	31899	31937	24.4	38 of 31937 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_SNATCH_2021	OK	0	0	64	64	64	64	3.0	
JO30_TOKYO_CRIME_MOTORCYCLE_2021	OK	0	0	722	722	722	722	2.9	
JO30_TOKYO_CRIME_VEHBREAKIN_2021	COLLISION	0	0	1675	1674	1674	1675	3.9	1 of 1675 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2021	OK	0	0	145	145	145	145	2.7	
JO30_TOKYO_CRIME_AUTO_2021	COLLISION	0	0	191	190	190	191	3.2	1 of 191 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_BICYCLE_2020	COLLISION	0	0	23392	23358	23358	23392	19.3	34 of 23392 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_PARTS_2022	COLLISION	0	0	1199	1198	1198	1199	3.9	1 of 1199 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_SNATCH_2022	OK	0	0	128	128	128	128	2.7	
JO30_TOKYO_CRIME_MOTORCYCLE_2022	COLLISION	0	0	834	830	830	834	2.8	4 of 834 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VEHBREAKIN_2022	COLLISION	0	0	1668	1665	1665	1668	3.2	3 of 1668 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2022	OK	0	0	157	157	157	157	2.9	
JO30_TOKYO_CRIME_BICYCLE_2021	COLLISION	0	0	19358	19336	19336	19358	14.2	22 of 19358 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_AUTO_2022	OK	0	0	179	179	179	179	2.8	
JO30_TOKYO_CRIME_PARTS_2023	COLLISION	0	0	1377	1361	1361	1377	3.2	16 of 1377 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_SNATCH_2023	OK	0	0	87	87	87	87	2.7	
JO30_TOKYO_CRIME_MOTORCYCLE_2023	OK	0	0	1216	1216	1216	1216	3.2	
JO30_TOKYO_CRIME_VEHBREAKIN_2023	COLLISION	0	0	1724	1722	1722	1724	3.5	2 of 1724 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2023	OK	0	0	92	92	92	92	2.8	
JO30_TOKYO_CRIME_AUTO_2023	COLLISION	0	0	190	187	187	190	2.7	3 of 190 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_PARTS_2024	COLLISION	0	0	1447	1443	1443	1447	3.3	4 of 1447 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_BICYCLE_2022	COLLISION	0	0	21611	21582	21582	21611	16.8	29 of 21611 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_SNATCH_2024	OK	0	0	106	106	106	106	3.1	
JO30_TOKYO_CRIME_MOTORCYCLE_2024	COLLISION	0	0	1250	1248	1248	1250	3.4	2 of 1250 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VEHBREAKIN_2024	COLLISION	0	0	1688	1685	1685	1688	3.7	3 of 1688 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2024	COLLISION	0	0	124	123	123	124	2.7	1 of 124 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_AUTO_2024	OK	0	0	223	223	223	223	2.8	
JO30_TOKYO_CRIME_PARTS_2025	COLLISION	0	0	1394	1389	1389	1394	3.5	5 of 1394 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_SNATCH_2025	OK	0	0	84	84	84	84	3.0	
JO30_TOKYO_CRIME_BICYCLE_2023	COLLISION	0	0	27174	27130	27130	27174	23.2	44 of 27174 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_MOTORCYCLE_2025	COLLISION	0	0	1623	1619	1619	1623	3.7	4 of 1623 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VENDING_2025	COLLISION	0	0	117	114	114	117	2.8	3 of 117 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_VEHBREAKIN_2025	COLLISION	0	0	1759	1756	1756	1759	3.5	3 of 1759 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_AUTO_2025	COLLISION	0	0	164	163	163	164	3.1	1 of 164 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R6	COLLISION	0	0	5490	5470	5470	5490	5.2	20 of 5490 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_BICYCLE_2024	COLLISION	0	0	28831	28779	28779	28831	24.2	52 of 28831 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8_1	COLLISION	0	0	339	338	338	339	3.0	1 of 339 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R7	COLLISION	0	0	5629	5608	5608	5629	5.2	21 of 5629 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8_2	COLLISION	0	0	691	690	690	691	3.4	1 of 691 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8_3	COLLISION	0	0	1046	1043	1043	1046	3.5	3 of 1046 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8_4	COLLISION	0	0	1510	1507	1507	1510	3.3	3 of 1510 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8_5	COLLISION	0	0	1991	1987	1987	1991	3.5	4 of 1991 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8_6	COLLISION	0	0	2480	2475	2475	2480	3.6	5 of 2480 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_ZENCHO_R8	COLLISION	0	0	2941	2936	2936	2941	4.3	5 of 2941 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
JO30_TOKYO_CRIME_BICYCLE_2025	COLLISION	0	0	26952	26900	26900	26952	24.7	52 of 26952 emitted records collapsed onto an already-written uid (rule 4b). EITHER the declared id is a dimension, not a record key (real loss — fix id_keys) OR the upstream genuinely repeats identical records (correct dedupe — not a bug). This tool cannot tell which: fetch the url and compare distinct id values to record count before treating it as a defect
