url	reason
https://www.c-nexco.co.jp/road_info/	DEAD (404)
https://www.c-nexco.co.jp/	NOT_RECORDS (no feed autodiscovered on NEXCO Central)
https://www.w-nexco.co.jp/rss/	DEAD (soft 404; corp.w-nexco.co.jp/newly/newly.xml kept instead)
https://www.drivetraffic.jp/	NOT_RECORDS (JS map application, no fetchable data endpoint in page source)
https://www.kansai-airport.or.jp/	BOT_WALL (Akamai 403)
https://www.kansai-airport.or.jp/api/flight	BOT_WALL (Akamai 403)
https://www.osaka-airport.co.jp/	BOT_WALL (Akamai 403)
https://www.kairport.co.jp/	BOT_WALL (Akamai 403)
https://www.centrair.jp/rss/	DEAD (html page, not a feed)
https://www.centrair.jp/news/rss.xml	DEAD (html page)
https://www.centrair.jp/flight/	NOT_RECORDS (html; JSON schedules found in flight.js -> kept)
https://www.centrair.jp/assets/json/flight/timeschedule/list_ja.json	NOT_RECORDS (UI label strings, not flights)
https://www1.kaiho.mlit.go.jp/TUHO/tuho/tuho_frame.html	DEAD (404)
https://www1.kaiho.mlit.go.jp/	NOT_RECORDS (portal html, no feed)
https://www6.kaiho.mlit.go.jp/	NOT_RECORDS (MICS portal html, no feed)
https://www6.kaiho.mlit.go.jp/rss/	DEAD (404)
https://www.thr.mlit.go.jp/rss/	DEAD (404)
https://www.cbr.mlit.go.jp/rss/	DEAD (404)
https://www.kkr.mlit.go.jp/rss/	DEAD (site-renewal notice page)
https://www.cgr.mlit.go.jp/rss/	DEAD (404)
https://www.skr.mlit.go.jp/rss/	DEAD (404)
https://www.hrr.mlit.go.jp/rss/	DEAD (404)
https://www.thr.mlit.go.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.cbr.mlit.go.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.kkr.mlit.go.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.cgr.mlit.go.jp/	NOT_RECORDS (195-byte redirect shell)
https://www.skr.mlit.go.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.hrr.mlit.go.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.tokyu.co.jp/railway/unten/unten.json	DEAD (connection reset)
https://www.tokyu.co.jp/unten2/unten.json	DEAD (404)
https://www.tokyu.co.jp/unten2/unten_data.json	DEAD (404)
https://www.tokyu.co.jp/unten2/unten.html	NOT_RECORDS (operation status rendered client-side, no data endpoint in source)
https://www.tokyu.co.jp/company/news/rss.xml	DEAD (404)
https://www.tokyu.co.jp/rss/company.xml	DEAD (404)
https://www.odakyu.jp/cgi-bin/user/emg/emergency_bbs.pl	NOT_RECORDS (SPA shell for Odakyu app)
https://www.odakyu.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.keio.co.jp/rss/	DEAD (404)
https://www.keio.co.jp/unkou/	BOT_WALL (403)
https://www.keio.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.tobu.co.jp/rss/	DEAD (404)
https://www.tobu.co.jp/api/service_status.json	DEAD (404)
https://www.tobu.co.jp/service_status/	NOT_RECORDS (server-rendered modals, no anchors per line, no data endpoint)
https://www.hankyu.co.jp/rss/	DEAD (soft 404)
https://www.hankyu.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.hanshin.co.jp/system/js/front/timetable.json.js	NOT_RECORDS (static station/direction list for timetable UI, not events)
https://www.hanshin.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.jr-central.co.jp/	DEAD (connection timeout on every attempt)
https://www.jr-central.co.jp/rss/	DEAD (timeout)
https://www.jr-central.co.jp/news/	DEAD (timeout)
https://traininfo.jr-central.co.jp/zairaisen/index.html	NOT_RECORDS (JS-rendered status page, no data endpoint in source)
https://www.jrkyushu.co.jp/rss/	DEAD (404)
https://www.jrkyushu.co.jp/rss/news.xml	DEAD (404)
https://www.jrkyushu.co.jp/trains/	NOT_RECORDS (JS-rendered, no data endpoint)
https://www.jrkyushu.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.jr-shikoku.co.jp/03_news/kisha/	DEAD (404)
https://www.jr-shikoku.co.jp/rss/	DEAD (404)
https://www.jr-shikoku.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.jrhokkaido.co.jp/rss/press.xml	DEAD (soft 404 portal page)
https://www3.jrhokkaido.co.jp/webunkou/area.html	NOT_RECORDS (JS-rendered, no data endpoint)
https://www.jrhokkaido.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.seiburailway.jp/api/v1/servicestatus.json	DEAD (returns homepage html)
https://www.seiburailway.jp/railway/unkou/	NOT_RECORDS (JS-rendered, no data endpoint)
https://www.keikyu.co.jp/unkou/unkou.json	DEAD (404)
https://unkou.keikyu.co.jp/	NOT_RECORDS (server-rendered status page, no anchors per line and no data endpoint)
https://www.keisei.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.sotetsu.co.jp/_payload.json?1c51f3a5-3d0c-4287-82f5-34807d2dfd23	NOT_RECORDS (Nuxt payload stub, 69 bytes, no content)
https://www.sotetsu.co.jp/news/_payload.json?1c51f3a5-3d0c-4287-82f5-34807d2dfd23	NOT_RECORDS (Nuxt payload; hashed query changes per build and body holds no post list)
https://www.kintetsu.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://kintetsuapp.cld.navitime.jp/hiking/html/cancel.json	EMPTY_RESULTSET (hikingIds: [] - cancellation list empty by design)
https://www.meitetsu.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.nishitetsu.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.keihan.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.nankai.co.jp/api/v1/nocache/emergency_news	EMPTY_RESULTSET ([] on fetch)
https://www.nankai.co.jp/api/v1/nocache/traffic_status	NOT_RECORDS (single status object, one record, not a list)
https://www.osakametro.co.jp/rss/	DEAD (404; news.xml and topics.xml kept)
https://www.osakametro.co.jp/rss.xml	DEAD (404)
https://www.osakametro.co.jp/news/rss.xml	DEAD (404)
https://transit.yahoo.co.jp/diainfo/area/4	BOT_WALL (403 EEA/UK geo-block page from this network)
https://www.tetsudo.com/rss/	DEAD (404)
https://www.nyk.com/rss/	DEAD (404)
https://www.nyk.com/news/rss/index.xml	DEAD (404)
https://www.nyk.com/news/	NOT_RECORDS (no feed autodiscovered)
https://www.mol.co.jp/rss/	DEAD (soft 404)
https://www.mol.co.jp/rss/pr.xml	DEAD (soft 404)
https://www.mol.co.jp/pr/	NOT_RECORDS (542-byte JS shell)
https://www.iij.ad.jp/rss/	DEAD (404; rss-temp/*.xml kept)
https://www.ntt.com/about-us/press-releases.rss	DEAD (404)
https://group.ntt/jp/newsrelease/rss.xml	DEAD (404)
https://www.ntt.com/	NOT_RECORDS (homepage; rss_api/rss.php kept)
https://network.mobile.rakuten.co.jp/information/news/	NOT_RECORDS (JS-rendered list, no data endpoint in source)
https://www.au.com/information/notice_mobile/	NOT_RECORDS (AEM page; only config JSON, no notice data)
https://www.jpix.ad.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.bbix.net/	NOT_RECORDS (no feed autodiscovered)
https://www.jpnap.net/	NOT_RECORDS (no feed autodiscovered)
https://www.nic.ad.jp/en/index.xml	DUPLICATE (English mirror of the ja feed that was kept)
https://monitoring.tokyo-eiken.go.jp/	DEAD (connection timeout)
https://www.houshasen-pref-ibaraki.jp/	DEAD (connection timeout)
https://fukushima-radioactivity.jp/pc/	NOT_RECORDS (JS map, data via Google Maps layer, no CSV/JSON endpoint in source)
https://fukushima-haikibutsushorishisetsu.rtm.env.go.jp/csv.html	NOT_RECORDS (download form)
https://fukushima-haikibutsushorishisetsu.rtm.env.go.jp/db.csv	DEAD (404)
https://www.pref.chiba.lg.jp/taiki/h23touhoku/houshasen/monitaringpost.html	DEAD (404; host also excluded)
https://www.r-info-miyagi.jp/r-info/dose-rate/	NOT_RECORDS (dose data drawn by session-bound common_graph.php)
https://www.r-info-miyagi.jp/site/feed/	EMPTY_RESULTSET (0 items)
https://www.r-info-miyagi.jp/site/wp-json/wp/v2/posts?per_page=100	DEAD (404)
https://www.ramis.nra.go.jp/	NOT_RECORDS (Next.js shell; NRA host family also excluded)
https://www.erms.nsr.go.jp/nra-ramis-webg/	NOT_RECORDS (same RAMIS shell)
https://www.jnfl.jp/cgi-local6/data_sep_sub.php?item=rad	NOT_RECORDS (dose data embedded in a JavaScript program, not JSON/CSV)
https://www.jnfl.co.jp/rss/	DEAD (404)
https://www.jnfl.co.jp/feed/	DEAD (404)
https://www.jnfl.co.jp/ja/business/monitoring/realtime/spatial/	NOT_RECORDS (html; data is the JS endpoint above)
https://www.aomori-hb.jp/	NOT_RECORDS (no feed or data endpoint)
https://www.aomori-hb.jp/feed/	DEAD (404)
https://jopss.jaea.go.jp/	BOT_WALL (Incapsula)
https://www.jaea.go.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.jaea.go.jp/rss/press.xml	DEAD (404)
https://www.jaea.go.jp/news/rss.xml	DEAD (404)
https://www.jaea.go.jp/news/	NOT_RECORDS (no feed)
https://www.numo.or.jp/rss/	DEAD (404)
https://www.numo.or.jp/feed/	DEAD (404)
https://www.numo.or.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.genanshin.jp/	NOT_RECORDS (no feed)
https://www.genanshin.jp/feed/	DEAD (404)
https://www.jaif.or.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.jnes.go.jp/	DEAD (404; organisation dissolved)
https://www.fnet.bosai.go.jp/event/joho.php?LANG=ja	NOT_RECORDS (html list; event table has no per-event anchors)
https://www.fnet.bosai.go.jp/event/search.php?LANG=ja&year1=2026&month1=8&day1=1&year2=2026&month2=8&day2=29	NOT_RECORDS (results are an html table without anchors; not parseable by the anchor scanner)
https://www.fnet.bosai.go.jp/event/catalogue_update.php?LANG=ja	NOT_RECORDS (html)
https://www.vnet.bosai.go.jp/	NOT_RECORDS (portal html, no feed)
https://www.jishin.go.jp/feed/	DUPLICATE (same posts as the wp-json row that was kept)
https://sorabatake.jp/feed/	DUPLICATE (same posts as the wp-json row that was kept)
https://www.snf.jp/feed/	DUPLICATE (same posts as the wp-json row that was kept)
https://www.yokohamaport.co.jp/feed/	DUPLICATE (same posts as the wp-json row that was kept)
https://sys.qzss.go.jp/dod/api/search/naqu?since_datetime=2026-01-01T00:00:00	DEAD (400; datetime parameter format not accepted, bare search kept)
https://sys.qzss.go.jp/dod/api/search/l1s?since_datetime=2026-08-01T00:00:00	DEAD (400)
https://sys.qzss.go.jp/dod/naqu.html	NOT_RECORDS (list fed by session-bound POST /ajax.do)
https://www.kumamoto-airport.co.jp/feed/	EMPTY_RESULTSET (0 items)
https://www.kumamoto-airport.co.jp/wp/wp-json/wp/v2/posts?per_page=50	BOT_WALL (XSERVER 403)
https://www.naha-airport.co.jp/feed/	DEAD (404)
https://www.naha-airport.co.jp/wpdir/wp-json/wp/v2/posts?per_page=50	DEAD (404)
https://www.naha-airport.co.jp/flight/	NOT_RECORDS (flight board via admin-ajax POST)
https://www.new-chitose-airport.jp/ja/flight/	DEAD (404)
https://www.new-chitose-airport.jp/ja/feed/	DEAD (404)
https://www.new-chitose-airport.jp/ja/news/feed/	DEAD (404)
https://www.new-chitose-airport.jp/ja/	BOT_WALL (403 on second visit)
https://www.fukuoka-airport.jp/flight/	NOT_RECORDS (flight board fetched client-side; only a shop-category JSON found)
https://www.fukuoka-airport.jp/api/service/main_category.json	NOT_RECORDS (shop category labels, not flights)
https://www.sendai-airport.co.jp/feed/	DEAD (404)
https://www.sendai-airport.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.hij.airport.jp/feed/	DEAD (404)
https://www.hij.airport.jp/wp-json/wp/v2/posts?per_page=50	DEAD (404)
https://www.koj-ab.co.jp/feed/	DEAD (404)
https://www.jlc-ferry.jp/feed/	DEAD (404)
https://www.jlc-ferry.jp/wp-json/wp/v2/posts?per_page=50	BOT_WALL (XSERVER 403)
https://www.phaj.or.jp/feed/	DEAD (404)
https://www.port-of-nagoya.jp/feed/	DEAD (404; rss.rss kept)
https://www.kouwan.metro.tokyo.lg.jp/rss	DEAD (404)
https://www.kouwan.metro.tokyo.lg.jp/	NOT_RECORDS (Liferay portal, no feed)
https://www.kouwan2.metro.tokyo.jp/	NOT_RECORDS (Shift_JIS portal for the port-entry system; login application)
https://www.city.osaka.lg.jp/port/rss.xml	DEAD (404; /port/rss/rss.xml kept)
https://www.city.osaka.lg.jp/kotsu/rss/rss.xml	DEAD (404; transport bureau privatised into Osaka Metro)
https://www.city.osaka.lg.jp/keizaisenryaku/rss/rss.xml	OUT_OF_BEAT (economic strategy bureau; alive, left for the municipal beat)
https://www.city.osaka.lg.jp/kikikanrishitsu/rss/rss_new.xml	EMPTY_RESULTSET (1 item)
https://www.water.city.hiroshima.lg.jp/rss.xml	DEAD (404)
https://www.water.city.hiroshima.lg.jp/rss/10/list2.xml	DEAD (404)
https://www.water.city.hiroshima.lg.jp/rss/10/list6.xml	EMPTY_RESULTSET (1 item)
https://www.water.city.hiroshima.lg.jp/rss/10/list9.xml	DEAD (404)
https://www.water.city.nagoya.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.water.city.nagoya.jp/subsys/cutoff/	NOT_RECORDS (html list without stable anchors)
https://www.city.kawasaki.jp/main/rss/rss.xml	OUT_OF_BEAT (city-wide general news feed, 29 items; not utility-scoped)
https://www.city.kobe.lg.jp/a61513/kurashi/sumai/suidokyoku/index.html	DEAD (404)
https://www.suido.city.kyoto.lg.jp/	DEAD (timeout)
https://www.f-suido.jp/	DEAD (timeout)
https://www.city.chiba.jp/	OUT_OF_BEAT (general city site)
https://www.pref.chiba.lg.jp/suidou/	DUPLICATE_HOST (www.pref.chiba.lg.jp in exclusion list)
https://www.saibugas.co.jp/rss/	NOT_RECORDS (html page describing RSS, Shift_JIS, no feed link resolved)
https://www.hokkaido-gas.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.keiyogas.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.shizuokagas.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.hiroshima-gas.co.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.hokuriku-t.co.jp/	DEAD (timeout)
https://www.hanshin-exp.co.jp/rss/	DEAD (404)
https://www.hanshin-exp.co.jp/drivers/traffic/	DEAD (404)
https://www.hanshin-exp.co.jp/company/news/	DEAD (404)
https://www.hanshin-exp.co.jp/	NOT_RECORDS (1.3 MB page, no feed autodiscovered)
https://www.nagoya-expressway.or.jp/feed/	EMPTY_RESULTSET (1 item)
https://www.jb-honshi.co.jp/rss/	DEAD (403)
https://www.fk-tosikou.or.jp/feed/	DEAD (returns html)
https://www.fk-tosikou.or.jp/	NOT_RECORDS (no feed autodiscovered)
https://northern-road.jp/	NOT_RECORDS (redirect shell)
https://northern-road.ceri.go.jp/navi/	NOT_RECORDS (JS map, no data endpoint in source)
https://www.kensetsu.metro.tokyo.lg.jp/	NOT_RECORDS (Liferay portal, no feed)
https://kanagawa-dam.jp/web_data/genkyo_kokai/mizugame_h.html	NOT_RECORDS (dam status drawn client-side; no CSV/JSON endpoint in source)
https://www.jma-net.go.jp/	DUPLICATE_HOST (redirects to www.jma.go.jp, excluded)
https://www.jmbsc.or.jp/	NOT_RECORDS (Shift_JIS frame portal, no feed)
https://www.jaxa.jp/	DUPLICATE_HOST (www.jaxa.jp in exclusion list)
https://www.satnavi.jaxa.jp/	NOT_RECORDS (483-byte redirect shell)
https://www.ard.jaxa.jp/	NOT_RECORDS (no feed autodiscovered)
https://www.hinet.bosai.go.jp/	DUPLICATE_HOST (in exclusion list)
https://www.jrbus.co.jp/	DEAD (timeout)
https://www.jal.co.jp/	BOT_WALL (Akamai 403)
https://www.ana.co.jp/	NOT_RECORDS (no feed; only account APIs)
https://www.rakuten.co.jp/	NOT_RECORDS (43-byte shell)
https://www.teideninfo.energia.co.jp/	NOT_RECORDS (Chugoku outage map; counts rendered client-side, no data endpoint in source)
https://optage.co.jp/	NOT_RECORDS (homepage; announce.xml and press.xml kept)
https://www.tokyu.co.jp/rss/	NOT_RECORDS (feed index page; the two feeds it lists were kept)
https://www.docomo.ne.jp/info/rss/	NOT_RECORDS (feed index page; nine rdf feeds it lists were kept)
https://www.port-of-nagoya.jp/about/rss.html	NOT_RECORDS (feed index page; rss.rss kept)
https://www.osakametro.co.jp/rss_info.php	NOT_RECORDS (feed index page; news.xml and topics.xml kept)
https://www.jepx.jp/electricpower/market-data/spot/	NOT_RECORDS (html; CSV endpoint kept)
https://www.jepx.jp/	NOT_RECORDS (homepage)
https://www.kline.co.jp/	NOT_RECORDS (homepage; three contentFeeds kept)
https://www.iij.ad.jp/rss-temp/seminar/index.xml	OUT_OF_BEAT (seminar listings)
https://www.city.saitama.lg.jp/001/006/002/index.html	NOT_RECORDS (html; news.xml kept)
https://www.city.kawasaki.jp/800/	NOT_RECORDS (html; city feed is general, see above)
https://www.jishin.go.jp/	NOT_RECORDS (homepage; wp-json kept)
https://www.snf.jp/	NOT_RECORDS (homepage; wp-json kept)
https://www.yokohamaport.co.jp/	NOT_RECORDS (homepage; wp-json kept)
https://sorabatake.jp/	NOT_RECORDS (homepage; wp-json kept)
https://jprs.jp/whatsnew/rss/jprs.rdf	DUPLICATE (already in candidate-sources-batch25.jpdeep.txt)
https://www.nic.ad.jp/ja/index.xml	DUPLICATE (already in candidate-sources-batch25.jpdeep.txt)
https://www.centrair.jp/sys-assets/flight/schedule/DA/flight_monthlist_ja.json	BOT_WALL (Cloudflare 'Just a moment' challenge, 403 on recheck 2026-08-29)
https://www.centrair.jp/sys-assets/flight/schedule/DD/flight_monthlist_ja.json	BOT_WALL (Cloudflare 'Just a moment' challenge, 403 on recheck 2026-08-29)
https://www.centrair.jp/sys-assets/flight/schedule/IA/flight_monthlist_ja.json	BOT_WALL (Cloudflare 'Just a moment' challenge, 403 on recheck 2026-08-29)
https://www.centrair.jp/sys-assets/flight/schedule/ID/flight_monthlist_ja.json	BOT_WALL (Cloudflare 'Just a moment' challenge, 403 on recheck 2026-08-29)
https://www.r-info-miyagi.jp/r-info/feed/	DEAD (TLS certificate verification fails; curl exit 000 on recheck)
https://sys.qzss.go.jp/dod/api/search/naqu	SCALAR_LIST (search/naqu returns <search><id>N</id>x100 - records are bare scalars with no fields, the engine cannot key them, so the detail_url fan-out is never reached; emitted 0 of 100) [JP25_JPINFRA_QZSS_NAQU]
